X,Y,
-170.0392207,27.00115823,
-170.048621,27.50080913,
-170.0523854,28.0005414,
-170.0509099,28.5002588,
-170.0447328,28.99996338,
-170.0345825,29.49960798,
-170.021391,29.99916893,
-170.006162,30.4986832,
-169.9898191,30.99817208,
-169.973047,31.49762303,
-169.9563106,31.9970901,
-169.9398793,32.49657568,
-169.9239086,32.99605008,
-169.9084853,33.49555985,
-169.8936659,33.99509598,
-169.8795088,34.49462445,
-169.8660841,34.99419228,
-169.85349,35.49379023,
-169.8418536,35.99338285,
-169.831322,36.4930201,
-169.8220601,36.9926916,
-169.814232,37.49235723,
-169.8079861,37.9920659,
-169.8034388,38.49180388,
-169.800651,38.99152365,
-169.799624,39.49127035,
-169.8002872,39.9910046,
-169.8024615,40.49071988,
-169.8058755,40.9904476,
-169.8101825,41.4901597,
-169.8150418,41.98989578,
-169.8200837,42.48961248,
-169.8248576,42.98932265,
-169.8288356,43.48906245,
-169.8314693,43.9887978,
-169.8322552,44.48852515,
-169.8307867,44.98827773,
-169.8267518,45.48800263,
-169.8199358,45.9876757,
-169.8101805,46.48734093,
-169.7973011,46.9869149,
-169.7809949,47.48635615,
-169.7608493,47.98571583,
-169.7363966,48.4848527,
-169.707144,48.98367803,
-169.6725979,49.48226398,
-169.6323166,49.9803634,
-169.5859054,50.47785505,
-169.5329879,50.97485985,
-169.4732745,51.47098263,
-169.4064765,51.9661211,
-169.3322754,52.4604478,
-169.2504792,52.95335823,
-169.1608191,53.44486985,
-169.0630151,53.93514545,
-168.9572116,54.42333833,
-168.8437164,54.91011348,
-168.7221089,55.39515855,
-168.59137,55.87792735,
-168.4507988,56.3581893,
-168.300105,56.83349193,
-168.136783,57.30748128,
-167.9615236,57.7756688,
-167.7745379,58.23744343,
-167.5743792,58.69717748,
-167.3626013,59.15115975,
-167.140242,59.5974274,
-166.906716,60.03793735,
-166.6614568,60.47467765,
-166.4079342,60.90072793,
-166.1417119,61.3195606,
-165.8584122,61.73688993,
-165.5700403,62.1391368,
-165.2684889,62.53952043,
-164.9572072,62.9352825,
-164.6421827,63.32241083,
-164.321438,63.70819615,
-164.0016922,64.09139283,
-163.6836627,64.47992915,
-163.373401,64.87133645,
-163.071157,65.26776138,
-162.7746797,65.67340733,
-162.4892806,66.08218643,
-162.2148188,66.49662268,
-161.9507489,66.92091875,
